3656
1922	2022	229
0	33	0
120	366	34
0	92	0
3250	3402	93
4508	4643	246
4888	5151	382
5596	5697	646
0	92	0
3246	3402	93
4508	4643	250
4888	5151	386
5596	5885	650
0	412	0
4228	4533	413
0	419	0
4211	4367	420
4468	4507	577
0	313	0
4129	4285	314
4386	4423	471
0	214	0
4030	4186	215
4699	4805	372
0	282	0
9082	9164	283
9349	9485	366
10018	10294	503
11009	11033	780
11217	11285	805
11453	12196	874
0	274	0
8195	8351	275
9074	9156	432
9341	9477	515
10010	10286	652
11001	11025	929
11209	11277	954
11445	12188	1023
0	136	0
5209	5556	137
6935	7091	485
7814	7896	642
8081	8217	725
8750	9026	862
9741	9765	1139
9949	10017	1164
10185	10925	1233
0	129	0
6928	7407	130
0	129	0
6952	7084	130
7807	7889	263
8074	8210	346
8743	8804	483
0	123	0
6922	7078	124
7801	7883	281
8068	8204	364
8737	9013	501
9728	9752	778
9936	10004	803
10172	10915	872
0	105	0
5178	5616	106
0	105	0
6904	7060	106
7783	8099	263
0	93	0
4453	4609	94
5332	5414	251
5599	5735	334
6268	6355	471
0	88	0
2722	3069	89
4448	4577	437
0	165	0
4279	4435	166
5158	5240	323
5425	5554	406
0	808	0
1531	1613	809
1798	1934	892
2467	2743	1029
3458	3482	1306
3666	3734	1331
3902	4644	1400
0	684	0
13651	14074	685
15168	15329	1109
18071	18289	1271
20366	20512	1490
23355	23595	1637
23959	24123	1878
25902	27266	2043
0	1326	0
0	54	0
823	1273	55
0	100	0
196	257	101
347	432	163
554	626	249
1265	1363	322
1482	1537	421
1774	1887	477
1987	2073	591
2363	2542	678
2735	2857	858
3142	3264	981
3835	4623	1104
4926	5150	1893
5359	5529	2118
5598	5762	2289
6231	6380	2454
7496	7682	2604
7901	8031	2791
12317	12945	2922
15611	15715	3551
16202	16374	3656
0	99	0
195	256	100
346	431	162
553	764	248
0	96	0
192	253	97
343	1359	159
1478	1524	1176
0	54	0
150	211	55
301	533	117
0	45	0
141	202	46
292	377	108
499	592	194
1210	1308	288
1427	1468	387
0	246	0
549	773	247
982	1152	472
1221	1385	643
1854	2003	808
3119	3486	958
0	217	0
286	450	218
919	1068	383
2184	2370	533
2589	2719	720
0	142	0
1258	1444	143
1663	1751	330
6079	6707	419
0	463	0
0	180	0
399	784	181
0	69	0
2735	2839	70
3101	3426	175
0	310	0
2111	2309	311
2796	2875	510
0	432	0
0	1711	0
0	244	0
3340	3443	245
3538	3808	349
0	244	0
3340	3443	245
3515	3808	349
0	90	0
2057	2160	91
2232	2525	195
0	751	0
846	961	752
1356	1449	868
2153	2222	962
2708	2770	1032
4085	4329	1095
4707	4770	1340
5300	5358	1404
15521	15751	1463
0	747	0
842	957	748
1352	2218	864
2704	3064	1731
0	467	0
562	677	468
1072	1165	584
1869	1938	678
2424	2486	748
3801	4107	811
0	178	0
273	388	179
783	1020	295
0	41	0
745	814	42
1300	1362	112
2677	2981	175
3299	3362	480
3892	3950	544
14113	14260	603
0	69	0
555	617	70
1932	2105	133
2554	2617	307
3147	3205	371
11677	11723	430
0	69	0
555	617	70
2013	2176	133
2554	2617	297
3147	3205	361
13368	13554	420
0	470	0
848	911	471
1441	1499	535
11662	11799	594
0	245	0
623	686	246
1216	1274	310
11102	11280	369
0	212	0
623	686	213
1216	1274	277
11437	11551	336
0	200	0
623	686	201
1216	1274	265
11437	11588	324
0	526	0
10689	10805	527
0	1029	0
3730	4581	1030
0	134	0
1400	1585	135
3882	4097	321
4941	5168	537
5258	6993	765
0	129	0
3511	3936	130
0	35	0
2332	2547	36
3391	3618	252
3708	3731	480
3834	4112	504
0	22	0
2213	2428	23
3272	3499	239
3589	3733	467
0	455	0
1299	1722	456
0	59	0
618	845	60
935	1228	288
0	164	0
618	845	165
935	1490	393
0	128	0
582	1020	129
0	61	0
582	809	62
899	1058	290
0	401	0
1404	1667	402
6337	6481	666
9293	9449	811
9831	9939	968
0	794	0
0	198	0
17185	17236	199
18055	18135	251
18611	18741	332
22142	22292	463
25220	25241	614
27066	27125	636
37332	39375	696
0	176	0
17163	17214	177
18033	18415	229
0	54	0
17041	17092	55
17911	17991	107
18467	18597	188
21998	22148	319
25076	25951	470
0	50	0
17037	17088	51
17907	17987	103
18463	18593	184
21994	22144	315
25072	25093	466
26918	26977	488
31251	31382	548
37184	39228	680
0	579	0
7060	7095	580
0	403	0
3634	3685	404
4504	4584	456
0	51	0
870	950	52
1426	1556	133
4957	5107	264
8035	8056	415
9881	10001	437
0	78	0
3309	3459	79
6387	6408	230
8233	8292	252
12566	12697	312
18499	19512	444
0	34	0
989	1048	35
5322	5453	95
11255	11741	227
0	31	0
986	1045	32
11252	11738	92
0	55	0
964	1023	56
5297	5428	116
11230	11554	248
0	45	0
5764	7600	46
8783	8913	1883
10499	10537	2014
12375	13193	2053
0	860	0
0	575	0
2060	2193	576
0	534	0
1991	2284	535
0	387	0
0	430	0
2338	2368	431
6486	6561	462
6961	7133	538
7217	7363	711
7457	7627	858
7754	7864	1029
7938	8112	1140
8417	8494	1315
9333	9481	1393
10794	10827	1542
11285	11377	1576
11471	11687	1669
13468	13545	1886
13619	15245	1964
0	113	0
2021	2051	114
10477	10510	145
10968	11060	179
11154	11370	272
13151	13228	489
13302	14935	567
0	80	0
1988	2018	81
6136	6211	112
6611	7013	188
7107	7157	591
0	80	0
1988	2018	81
6136	6211	112
6611	6783	188
6867	7013	361
7107	7277	508
7404	7514	679
7588	7762	790
8983	9131	965
10444	10477	1114
10935	11027	1148
11121	11337	1241
13118	13195	1458
13269	14895	1536
0	78	0
6134	6209	79
6609	6781	155
6865	7011	328
7105	7275	475
7402	7512	646
0	77	0
1985	2015	78
6133	6208	109
6608	6780	185
6864	7010	358
7104	7274	505
7401	7511	676
7585	10474	787
10932	11024	3677
11118	11334	3770
13115	13192	3987
13266	13861	4065
0	73	0
1981	2011	74
6129	6204	105
6604	6776	181
6860	7270	354
0	53	0
1961	1991	54
6109	6184	85
6584	6756	161
6840	6986	334
7080	7250	481
7377	7487	652
7561	7735	763
8061	8117	938
8956	9104	995
10417	10450	1144
10908	11000	1178
11094	11310	1271
13091	13168	1488
13242	14868	1566
0	43	0
1951	1981	44
6099	6174	75
6574	6746	151
6830	6976	324
7079	7240	471
7367	7477	633
0	19	0
1927	1957	20
10874	11276	51
0	117	0
985	1015	118
5133	5208	149
5608	5655	225
0	61	0
461	1127	62
1254	1364	729
1438	1566	840
0	79	0
206	316	80
390	564	191
869	946	366
1785	1933	444
3757	3829	593
3923	4023	666
0	329	0
1550	1802	330
0	21	0
95	269	22
574	1118	197
0	61	0
0	68	0
394	926	69
0	61	0
900	1520	62
0	332	0
790	882	333
976	1163	426
0	593	0
687	808	594
0	167	0
261	477	168
2258	2335	385
2409	2736	463
0	1377	0
1916	2231	1378
2368	2563	1694
2668	2809	1890
3148	3333	2032
8967	9067	2218
9397	9434	2319
0	1377	0
1916	2089	1378
2174	2231	1552
2368	2563	1610
2668	2809	1806
3148	3333	1948
8967	9067	2134
9397	9449	2235
0	69	0
0	137	0
676	813	138
934	991	276
0	141	0
480	665	142
6299	6781	328
0	100	0
3133	3289	101
4465	4609	258
5611	6920	403
0	78	0
404	560	79
1736	1880	236
2882	3115	381
3890	4191	615
0	106	0
2498	2663	107
2930	3071	273
5184	5414	415
6836	7212	646
0	285	0
552	693	286
2806	3036	428
4458	4834	659
0	20	0
1195	1381	21
1862	2018	208
2248	2389	365
4550	4780	507
4944	5228	738
0	104	0
585	741	105
971	1112	262
3273	3503	404
3667	3951	635
0	291	0
1164	1320	292
1408	1552	449
2246	2503	594
3639	4000	852
0	75	0
927	1083	76
1171	1315	233
2009	2266	378
3402	3548	636
0	537	0
901	984	538
3075	3291	622
3964	4156	839
5487	5620	1032
7282	7492	1166
9012	9218	1377
11975	12186	1584
13597	13752	1796
16941	17046	1952
17808	18239	2058
21676	21845	2490
22175	22282	2660
23001	23187	2768
25124	25256	2955
0	536	0
900	983	537
3074	3290	621
5486	5619	838
7281	7491	972
9011	9217	1183
11974	12185	1390
13596	13751	1602
16940	17045	1758
17807	17946	1864
0	288	0
453	536	289
900	983	373
3074	3290	457
3963	4155	674
5486	5619	867
7281	7491	1001
9011	9217	1212
11974	12185	1419
13596	13751	1631
16940	17045	1787
17807	18238	1893
21675	21844	2325
22174	22281	2495
23000	23168	2603
0	536	0
900	983	537
3074	3290	621
3963	4155	838
4950	5046	1031
5486	5619	1128
7281	7491	1262
9011	9217	1473
11974	12185	1680
13596	13751	1892
16940	17045	2048
17807	18238	2154
21675	21844	2586
22174	22281	2756
23000	23186	2864
25123	25253	3051
0	536	0
900	983	537
3074	3290	621
3643	3699	838
3963	4155	895
5486	5619	1088
7281	7491	1222
9011	9217	1433
11974	12185	1640
13596	13751	1852
16940	17045	2008
17807	18238	2114
21675	21844	2546
22174	22281	2716
23000	23186	2824
25123	25255	3011
0	535	0
899	982	536
3073	3289	620
5485	5618	837
7280	7490	971
9010	9216	1182
11973	12184	1389
13595	13750	1601
16939	17044	1757
17806	18237	1863
21674	21843	2295
22173	22280	2465
22999	23185	2573
25122	25236	2760
0	287	0
452	535	288
899	982	372
3073	3289	456
3962	4154	673
5485	5618	866
7280	7490	1000
9010	9216	1211
11973	12184	1418
13595	13750	1630
16939	17044	1786
17806	18237	1892
21674	21843	2324
22173	22280	2494
22999	23185	2602
25122	25254	2789
0	46	0
1708	1808	47
17568	17612	148
0	46	0
1708	1918	47
6401	6612	258
8023	8178	470
11367	11472	626
12234	12665	732
16102	16271	1164
16601	16708	1334
17427	17612	1442
0	46	0
1708	1918	47
3438	3644	258
6401	6612	465
8023	8178	677
11367	11472	833
16102	16271	939
16601	16708	1109
17427	17612	1217
0	379	0
4315	4601	380
5141	5327	667
7264	7336	854
0	165	0
1363	1831	166
0	106	0
0	1037	0
2937	2992	1038
3098	3183	1094
3558	3643	1180
4326	4449	1266
4919	5043	1390
5473	5627	1515
16584	16728	1670
0	1012	0
2912	2967	1013
3073	3158	1069
3533	3618	1155
4301	4424	1241
5448	5602	1365
16559	16691	1520
0	986	0
2886	2941	987
3047	3132	1043
3507	3592	1129
4275	4398	1215
4868	4992	1339
5422	5513	1464
16533	16686	1556
0	42	0
417	502	43
1185	1592	129
0	70	0
753	876	71
1344	1470	195
1900	2358	322
2443	2551	781
13011	13134	890
0	132	0
602	726	133
1156	1310	258
1422	1614	413
12267	12384	606
0	129	0
599	723	130
1153	1307	255
1419	1611	410
1696	1804	603
12264	12381	712
0	639	0
11596	11660	640
0	459	0
2203	2249	460
0	396	0
1194	1318	397
2140	2275	522
2524	2756	658
2940	3665	891
0	243	0
1041	1165	244
1987	2122	369
2787	3207	505
0	139	0
3481	3717	140
0	59	0
3262	3896	60
6418	6742	695
34092	34164	1020
38248	38431	1093
38833	39080	1277
40572	40868	1525
42405	42503	1822
45878	49939	1921
0	135	0
3200	3446	136
0	231	0
463	560	232
0	467	0
584	685	468
0	233	0
27583	27655	234
31739	31922	307
32324	32571	491
35896	35998	739
0	269	0
925	997	270
5081	5264	343
5666	6103	527
0	321	0
1858	1956	322
5331	5517	421
0	81	0
1618	2008	82
0	76	0
788	1012	77
2691	2801	302
6588	6721	413
7049	7118	547
0	232	0
1534	1644	233
5431	5564	344
5892	6033	478
6521	6664	620
6750	6814	764
6896	7020	829
7624	7790	954
9688	9756	1121
9881	10238	1190
0	231	0
1533	1643	232
5430	5563	343
5891	6032	477
6520	6663	619
6749	6813	763
6895	7019	828
7623	7789	953
9880	10221	1120
0	222	0
1524	1634	223
5421	5917	334
0	205	0
5404	5537	206
5865	6006	340
6494	6637	482
6723	6787	626
6869	6993	691
7597	7763	816
9661	9729	983
9854	10195	1052
0	205	0
1507	1617	206
5404	5537	317
5865	6006	451
6494	6637	593
6723	6787	737
6876	6993	802
7597	7763	920
9661	9729	1087
9854	10199	1156
0	178	0
1480	1590	179
5377	5510	290
5838	5979	424
6574	6760	566
6842	6967	753
0	31	0
3818	4159	32
4279	4420	374
4908	5051	516
5137	5201	660
5283	5342	725
0	498	0
580	687	499
0	117	0
761	887	118
2785	2853	245
2978	3322	314
0	74	0
199	540	75
0	20	0
313	351	21
0	371	0
2226	2365	372
2833	2961	512
0	444	0
2711	3303	445
4102	5134	1038
7209	7354	2071
7437	7552	2217
7721	7872	2333
8199	8363	2485
8438	8508	2650
8754	9313	2721
0	49	0
267	744	50
0	1247	0
1448	1547	1248
1719	1851	1348
1932	2015	1481
2093	2150	1565
2244	2344	1623
2418	2540	1724
2815	2925	1847
3593	3692	1958
4544	4825	2058
11124	11470	2340
0	1244	0
1445	1544	1245
1716	1848	1345
1929	2012	1478
2090	2147	1562
2241	2341	1620
2415	2466	1721
0	1244	0
1716	1848	1245
1929	2012	1378
2090	2147	1462
2241	2341	1520
2415	2537	1621
2812	2922	1744
3590	3689	1855
4541	4822	1955
11121	11464	2237
0	209	0
525	1243	210
1444	1847	929
1928	1989	1333
0	1636	0
0	437	0
638	737	438
909	1154	538
1283	1340	784
1434	1517	842
0	200	0
401	500	201
672	804	301
885	917	434
1046	1103	467
1197	1297	525
0	200	0
401	500	201
672	804	301
885	917	434
1046	1103	467
1197	1297	525
1371	1878	626
2546	2645	1134
3497	3601	1234
0	165	0
261	365	166
637	769	271
850	933	404
1011	1068	488
1162	1262	546
1336	1587	647
0	242	0
323	541	243
635	735	462
809	1032	563
0	140	0
214	336	141
611	721	264
1389	1488	375
0	123	0
398	508	124
1176	1275	235
2127	2408	335
5214	5358	617
0	75	0
350	460	76
1128	1245	187
2079	2191	305
0	339	0
1007	1106	340
1958	2083	440
8538	8612	566
0	32	0
700	1098	33
0	106	0
0	425	0
4772	4893	426
6093	6159	548
6260	6397	615
9831	9947	753
10117	10263	870
11326	12770	1017
0	138	0
391	488	139
4485	4606	237
5806	5872	359
5973	6109	426
0	113	0
4460	4581	114
5781	5847	236
5948	6085	303
9805	9951	441
11014	12262	588
0	113	0
4460	4581	114
5781	5847	236
5948	6085	303
9805	9951	441
11014	12453	588
0	105	0
4452	4573	106
5773	5839	228
5940	6044	295
9511	9627	400
9797	9943	517
11006	11408	664
0	95	0
4442	4563	96
5763	5829	218
5930	6292	285
10921	11003	648
0	95	0
4442	4563	96
5763	5829	218
5930	6067	285
9438	9617	423
9787	9933	603
10996	11749	750
0	33	0
4380	4501	34
5701	5767	156
5868	6005	223
9725	9986	361
0	33	0
9725	9997	34
0	249	0
1449	1515	250
1616	1753	317
5187	5303	455
5473	5619	572
6682	6790	719
0	55	0
1255	1321	56
1422	1559	123
4993	5109	261
5279	5425	378
5742	5863	525
6488	6927	647
0	2265	0
0	337	0
0	93	0
1122	1324	94
1407	1500	297
1728	1869	391
1961	2073	533
2212	2294	646
2643	2723	729
2938	3148	810
3231	3370	1021
3622	3738	1161
4474	4641	1278
4899	5128	1446
6127	6303	1676
6699	6921	1853
7054	7275	2076
7350	7551	2298
8792	8902	2500
9163	9334	2611
10818	10949	2783
11052	11191	2915
11346	11483	3055
11839	12023	3193
12111	12183	3378
13226	13428	3451
13685	13733	3654
13903	14007	3703
14090	14238	3808
14467	14591	3957
14677	14775	4082
14994	15248	4181
15804	15836	4436
15963	16140	4469
16227	16396	4647
16804	16981	4817
17211	17326	4995
17812	17956	5111
18043	18166	5256
18515	18644	5380
18717	18837	5510
18920	18982	5631
21679	21785	5694
22069	22210	5801
23441	23575	5943
23657	23760	6078
24058	24150	6182
24828	25068	6275
25167	25466	6516
0	80	0
1109	1566	81
0	76	0
1235	1307	77
1390	1483	150
1711	1852	244
1944	2056	386
2195	2271	499
0	73	0
1102	1304	74
1387	1480	277
1708	1849	371
1941	2053	513
2192	2621	626
0	69	0
1098	1300	70
1383	2049	273
2188	2338	940
0	225	0
314	401	226
629	770	314
862	974	456
0	222	0
305	398	223
626	899	317
0	65	0
148	241	66
469	610	160
702	814	302
953	1035	415
1384	1464	498
1679	1889	579
1972	2111	790
2363	2479	930
3215	3382	1047
3640	3869	1215
4868	5044	1445
5440	5662	1622
5795	6016	1845
6091	6292	2067
7533	7643	2269
7904	8075	2380
9559	9690	2552
9793	9932	2684
10087	10224	2824
10580	10764	2962
10852	10924	3147
11967	12169	3220
12426	12474	3423
12644	12748	3472
12831	12979	3577
13208	13332	3726
13418	13516	3851
13735	13989	3950
14545	14577	4205
14704	14881	4238
14968	15137	4416
15545	15722	4586
15952	16067	4764
16553	16697	4880
16784	16907	5025
17256	17385	5149
17458	17578	5279
17661	17723	5400
20420	20526	5463
20810	20951	5570
22182	22316	5712
22398	22501	5847
22799	22891	5951
23569	23809	6044
23908	24207	6285
0	164	0
379	589	165
672	811	376
1063	1179	516
1915	2082	633
2340	2569	801
3568	3744	1031
4140	4362	1208
4495	4716	1431
4791	4992	1653
6233	6343	1855
6604	6775	1966
8259	8390	2138
8493	8632	2270
8787	8924	2410
9280	9464	2548
9552	9624	2733
10667	10869	2806
11126	11174	3009
11344	11448	3058
11531	11679	3163
11908	12032	3312
12118	12216	3437
12435	12689	3536
13245	13277	3791
13404	13581	3824
13668	13837	4002
14245	14422	4172
14652	14767	4350
15253	15397	4466
15484	15607	4611
15956	16085	4735
16158	16278	4865
16361	16423	4986
19120	19226	5049
19510	19651	5156
20882	21016	5298
21098	21201	5433
21499	21591	5537
22269	22509	5630
22608	22763	5871
0	87	0
698	872	88
1625	1846	263
1921	2022	485
0	32	0
115	263	33
702	800	182
1019	1273	281
1829	1861	536
0	150	0
380	495	151
1035	1125	267
1212	1335	358
1684	1813	482
1886	2006	612
2089	2151	733
4848	4954	796
5238	5379	903
6610	6744	1045
6826	6929	1180
7227	7319	1284
7997	8237	1377
8336	8635	1618
0	389	0
875	1019	390
1106	1117	535
0	389	0
875	1019	390
1106	1229	535
1578	1707	659
1780	1900	789
1983	2223	910
0	52	0
1283	1417	53
1499	1684	188
0	201	0
879	1119	202
1239	1520	443
0	88	0
272	512	89
611	669	330
0	240	0
2491	2821	241
7226	7369	572
7583	7667	716
7751	7823	801
8025	8091	874
8181	8318	941
8420	8484	1079
8691	8801	1144
8876	8956	1255
11934	12122	1336
13780	13917	1525
14005	14195	1663
14332	14456	1854
14541	14624	1979
14759	14863	2063
14969	15141	2168
15627	15815	2341
15901	16038	2530
16917	17143	2668
17220	17430	2895
18315	18423	3106
19737	20343	3215
0	132	0
1905	2235	133
6640	6714	464
0	320	0
1239	1569	321
5974	6117	652
6331	6415	796
6499	6571	881
6773	6839	954
6929	7066	1021
7168	7232	1159
7439	7549	1224
7624	7704	1335
10682	10870	1416
12528	12665	1605
12753	12943	1743
13080	13204	1934
13289	13372	2059
13507	13611	2143
13717	13889	2248
14375	14563	2421
14649	14786	2610
15665	15891	2748
15968	16178	2975
17063	17171	3186
18485	19453	3295
0	178	0
5832	5975	179
6189	6273	323
6357	6429	408
6631	6697	481
6787	6924	548
7026	7090	686
7297	7407	751
7482	7562	862
10540	10728	943
12386	12523	1132
12611	12801	1270
12938	13230	1461
13365	13469	1754
13575	13747	1859
14233	14421	2032
14507	14644	2221
15523	15749	2359
15826	16036	2586
16921	17029	2797
18343	18775	2906
0	178	0
5832	5975	179
6189	6273	323
6357	6429	408
6631	6697	481
6787	6924	548
7026	7090	686
7297	7407	751
7482	7562	862
10540	10728	943
12386	12523	1132
12611	12801	1270
12938	13230	1461
13365	13469	1754
13575	13747	1859
14233	14421	2032
14507	14644	2221
15523	15749	2359
15826	16036	2586
16921	17029	2797
18343	18775	2906
0	176	0
12936	13228	177
13363	13467	470
13573	13644	575
0	168	0
1006	1417	169
5822	5965	581
6179	6263	725
6347	6419	810
6621	6687	883
6777	6914	950
7016	7080	1088
7287	7397	1153
7472	7552	1264
10530	10718	1345
12376	12513	1534
12601	12791	1672
12928	13052	1863
13137	13220	1988
13355	13459	2072
13565	13737	2177
14223	14411	2350
14497	14634	2539
15513	15739	2677
15816	16026	2904
16911	17019	3115
18333	19299	3224
0	176	0
916	1246	177
5651	5794	508
6008	6092	652
6176	6248	737
6450	6516	810
6606	6743	877
6845	6909	1015
7116	7226	1080
7301	7381	1191
10359	10547	1272
12205	12342	1461
12430	12620	1599
12757	12881	1790
12966	13049	1915
13184	13288	1999
13394	13566	2104
14052	14240	2277
14326	14463	2466
15342	15568	2604
15645	15855	2831
16740	16848	3042
18162	19130	3151
0	137	0
1928	2071	138
2285	2369	282
2453	2525	367
2727	2793	440
2883	3020	507
3122	3186	645
3393	3503	710
3578	3658	821
6636	6824	902
8482	8619	1091
8707	8897	1229
9034	9158	1420
9243	9326	1545
9461	9565	1629
9671	9843	1734
10329	10517	1907
10603	10740	2096
11619	11845	2234
11922	12132	2461
13017	13125	2672
14439	15407	2781
0	253	0
1636	1779	254
0	163	0
365	431	164
521	658	231
760	824	369
1031	1141	434
0	602	0
2260	2397	603
2485	2675	741
2812	2936	932
3021	3104	1057
3239	3343	1141
3449	3621	1246
4107	4295	1419
4381	4518	1608
5397	5623	1746
5700	5910	1973
6795	6903	2184
8217	9185	2293
0	549	0
635	772	550
1651	1767	688
0	136	0
319	545	137
622	808	364
0	280	0
357	567	281
1452	1560	492
2874	3210	601
0	512	0
1397	1505	513
2819	3759	622
0	127	0
337	414	128
1299	1407	206
2721	3276	315
0	393	0
1471	1571	394
2014	2048	495
0	112	0
2596	2675	113
3008	3086	193
3211	3269	272
4032	4112	331
4916	5031	412
7028	7202	528
8383	8478	703
0	572	0
1324	1403	573
1736	1814	653
1939	1997	732
2760	2840	791
3644	3759	872
5756	5930	988
7111	7451	1163
0	553	0
1305	1384	554
1717	1795	634
1920	1978	713
2741	2821	772
3625	3740	853
5737	7208	969
0	399	0
1151	1230	400
1563	1641	480
1766	1824	559
2587	2667	618
3471	3586	699
5435	5582	815
6938	7015	963
0	296	0
1048	1506	297
0	84	0
836	915	85
1248	1326	165
1451	1505	244
2272	2352	299
3156	3271	380
3677	3710	496
0	55	0
807	886	56
1219	1297	136
1422	1480	215
2243	2323	274
3127	3242	355
6594	6710	471
0	406	0
2403	2577	407
3758	3860	582
0	348	0
1529	1619	349
0	190	0
1249	1343	191
1429	1573	286
1721	1872	431
2305	2329	583
2463	2522	608
2603	2842	668
0	119	0
1178	1272	120
1358	1502	215
1650	1801	360
2392	2451	512
2532	2779	572
0	59	0
1118	1212	60
1298	1442	155
1590	1741	300
2113	2198	452
2332	2375	538
0	54	0
1113	1207	55
1293	1437	150
1585	1736	295
2169	2193	447
2305	2386	472
2467	2715	554
0	513	0
770	864	514
950	1094	609
0	169	0
255	399	170
547	698	315
1131	1155	467
1289	1348	492
1429	1453	552
0	95	0
181	325	96
473	1081	241
1215	1274	850
1355	1603	910
0	56	0
204	355	57
788	812	209
946	1005	234
1119	1325	294
0	263	0
0	1067	0
1142	1332	1068
1498	1574	1259
1655	1786	1336
1869	1961	1468
2046	2140	1561
3108	3251	1656
3382	3456	1800
3869	3977	1875
4359	4430	1984
4552	4664	2056
4765	4900	2169
5181	5312	2305
5898	6067	2437
6594	6785	2607
8384	8466	2799
9192	9289	2882
9686	9862	2980
11374	11527	3157
11879	11984	3311
12269	12386	3417
14502	14645	3535
14831	14921	3679
15021	15154	3770
15257	15408	3904
15897	16002	4056
16305	16385	4162
19967	20128	4243
39672	39783	4405
41732	41805	4517
46547	46765	4591
66535	66646	4810
0	1063	0
1138	1328	1064
1494	1570	1255
1651	1782	1332
1865	1957	1464
2042	2136	1557
3104	3247	1652
3378	3452	1796
3865	3973	1871
4355	4426	1980
4548	4660	2052
4761	4896	2165
5177	5308	2301
5894	6063	2433
6590	6781	2603
8380	8462	2795
9188	9285	2878
9682	9828	2976
11370	11523	3123
11875	11980	3277
12265	12382	3383
14498	14641	3501
14827	14917	3645
15017	15150	3736
15253	15404	3870
15893	15998	4022
16301	16381	4128
19963	20124	4209
39668	39779	4371
41728	41801	4483
